tags|intent
the###B-refer snowboard###I-refer on###I-refer the###I-refer left###I-refer needs###O <attribute>###B-attribute changed###B-action by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer fridge###I-refer door###I-refer with###I-refer dispenser###I-refer in###I-refer it###I-refer by###O <value>###B-value|adjust
reduce###B-action <attribute>###B-attribute <value>###B-value for###O the###B-refer third###I-refer banana###I-refer from###I-refer the###I-refer right###I-refer|adjust
reduce###B-action the###O <attribute>###B-attribute of###O the###B-refer light###I-refer blue###I-refer shirt###I-refer on###I-refer the###I-refer right###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer train###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
change###B-action the###B-refer airplane###I-refer in###I-refer the###I-refer front###I-refer 's###I-refer <attribute>###B-attribute to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer apple###I-refer behind###I-refer and###I-refer to###I-refer the###I-refer top###I-refer right###I-refer of###I-refer the###I-refer orange###I-refer to###O <value>###B-value|adjust
please###O change###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer traffic###I-refer signal###I-refer on###I-refer the###I-refer left###I-refer by###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer back###I-refer zebra###I-refer to###O <value>###B-value|adjust
adjust###B-action the###B-refer left###I-refer toilet###I-refer 's###I-refer <attribute>###B-attribute to###O <value>###B-value .###O|adjust
raise###B-action the###O <attribute>###B-attribute of###O the###O carrots###O on###O the###B-refer bottom###I-refer right###I-refer side###I-refer by###O <value>###B-value units###O .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer top###I-refer half###I-refer of###I-refer sandwich###I-refer .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer magazine###I-refer next###I-refer to###I-refer the###I-refer vase###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer knife###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer yellow###I-refer and###I-refer pink###I-refer decoration###I-refer in###I-refer the###I-refer top###I-refer left###I-refer to###O <value>###B-value .###O|adjust
add###B-action <attribute>###B-attribute and###O change###O the###O value###O to###O <value>###B-value to###O the###B-refer bottom###I-refer left###I-refer bowl###I-refer .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer sheep###I-refer to###I-refer the###I-refer right###I-refer that###I-refer 's###I-refer facing###I-refer the###I-refer camera###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer left###I-refer most###I-refer spoon###I-refer .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer pair###I-refer of###I-refer skis###I-refer to###O <value>###B-value .###O|adjust
raise###B-action the###O <attribute>###B-attribute of###O the###B-refer blue###I-refer coffee###I-refer cup###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer first###I-refer entirely###I-refer visible###I-refer sink###I-refer from###I-refer the###I-refer right###I-refer to###O a###O value###O of###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer snowboard###I-refer int###I-refer he###I-refer top###I-refer right###I-refer by###O <value>###B-value|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer closest###I-refer umbrella###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer middle###I-refer suitcase###I-refer to###O <value>###B-value .###O|adjust
modify###B-action the###O <attribute>###B-attribute for###O the###B-refer middle###I-refer bat###I-refer by###O <value>###B-value .###O|adjust
add###O <attribute>###B-attribute and###O change###B-action the###O value###O to###O <value>###B-value to###O the###B-refer magazine###I-refer directly###I-refer behind###I-refer the###I-refer cats###I-refer head###I-refer .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer bunch###I-refer of###I-refer green###I-refer bananas###I-refer on###I-refer the###I-refer right###I-refer to###O be###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer white###I-refer mouse###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer black###I-refer board###I-refer to###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer sign###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer far###I-refer left###I-refer kite###I-refer to###O <value>###B-value .###O|adjust
the###O <attribute>###B-attribute of###O the###B-refer player###I-refer with###I-refer a###I-refer 21###I-refer on###I-refer his###I-refer shirt###I-refer needs###O to###O be###O changed###B-action by###O <value>###B-value|adjust
<attribute>###B-attribute the###B-refer lead###I-refer horse###I-refer on###I-refer the###I-refer right###I-refer side###I-refer to###O <value>###B-value .###O|adjust
adjust###B-action the###O <attribute>###B-attribute of###O the###B-refer bottom###I-refer left###I-refer corner###I-refer plant###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer half###I-refer of###I-refer the###I-refer table###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer white###I-refer microwave###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value .###O|adjust
give###B-action the###B-refer table###I-refer on###I-refer the###I-refer right###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer bus###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer white###I-refer oven###I-refer door###I-refer and###I-refer gray###I-refer window###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer traffic###I-refer lights###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
give###B-action the###B-refer bench###I-refer farthest###I-refer to###I-refer the###I-refer left###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute by###O <value>###B-value for###O the###B-refer left###I-refer bike###I-refer|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer yellow/pink###I-refer decorations###I-refer left###I-refer of###I-refer the###I-refer head###I-refer to###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer middle###I-refer brown###I-refer donut###I-refer by###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer train###I-refer by###O a###O value###O of###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer cow###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value .###O|adjust
the###B-refer yellowish###I-refer board###I-refer held###I-refer by###I-refer woman###I-refer modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer black###I-refer bike###I-refer with###I-refer a###I-refer helmet###I-refer hanging###I-refer from###I-refer its###I-refer handlebars###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer third###I-refer racket###I-refer from###I-refer the###I-refer front###I-refer by###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer white###I-refer cow###I-refer from###I-refer the###I-refer front###I-refer to###O a###O value###O of###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer duck###I-refer on###I-refer the###I-refer very###I-refer right###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer board###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer nearest###I-refer sheep###I-refer with###I-refer a###I-refer visible###I-refer face###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer elephant###I-refer in###I-refer the###I-refer far###I-refer back###I-refer left###I-refer by###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer yellow###I-refer scissor###I-refer on###I-refer the###I-refer top###I-refer left###I-refer to###O <value>###B-value|adjust
change###B-action <attribute>###B-attribute on###O bottom###B-refer knife###I-refer to###O <value>###B-value|adjust
edit###B-action the###B-refer woman###I-refer standing###I-refer so###O the###O <attribute>###B-attribute is###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer vase###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer green###I-refer trailer###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer laptop###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer middle###I-refer donut###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer kite###I-refer and###I-refer tail###I-refer in###I-refer the###I-refer left###I-refer image###I-refer to###O <value>###B-value .###O|adjust
give###B-action the###B-refer bear###I-refer third###I-refer from###I-refer the###I-refer right###I-refer in###I-refer the###I-refer front###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer red###I-refer hydrant###I-refer|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer bus###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute to###O a###O value###O of###O <value>###B-value the###B-refer book###I-refer on###I-refer impressionism###I-refer in###I-refer the###I-refer upper###I-refer right###I-refer corner###I-refer .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer blue###I-refer hydrant###I-refer to###O <value>###B-value|adjust
give###B-action the###B-refer tall###I-refer white###I-refer wine###I-refer bottle###I-refer in###I-refer the###I-refer middle###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer board###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer green###I-refer glass###I-refer in###I-refer the###I-refer center###I-refer to###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer left###I-refer side###I-refer toothbrush###I-refer|adjust
for###O the###B-refer top###I-refer middle###I-refer tie###I-refer ,###O adjust###B-action the###O <attribute>###B-attribute to###O <value>###B-value .###O|adjust
the###B-refer white###I-refer wall###I-refer behind###I-refer the###I-refer guy###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer right###I-refer elephant###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value of###O the###B-refer white###I-refer object###I-refer above###I-refer the###I-refer thumb###I-refer .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer microwave###I-refer interior###I-refer and###I-refer screen###I-refer by###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer keyboard###I-refer on###I-refer the###I-refer bottom###I-refer left###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer white###I-refer bus###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer loveseat###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value .###O|adjust
adjust###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer laptop###I-refer keyboard###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value of###O the###B-refer food###I-refer in###I-refer the###I-refer lower###I-refer left###I-refer corner###I-refer|adjust
the###B-refer top###I-refer right###I-refer carrot###I-refer 's###O <attribute>###B-attribute needs###O to###O be###O changed###B-action to###O a###O value###O of###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O full###B-refer pie###I-refer|adjust
please###O edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer ski###I-refer between###I-refer the###I-refer boards###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer gray###I-refer bag###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute on###O the###B-refer left###I-refer bike###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer brown###I-refer cover###I-refer to###O a###O value###O of###O <value>###B-value|adjust
give###B-action the###B-refer top###I-refer hot###I-refer dog###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer train###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer rightmost###I-refer train###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer train###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer partial###I-refer bird###I-refer on###I-refer right###I-refer side###I-refer of###I-refer image###I-refer|adjust
give###B-action the###B-refer sheep###I-refer on###I-refer the###I-refer left###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer upper###I-refer right###I-refer hand###I-refer treat###I-refer to###O <value>###B-value .###O|adjust
set###B-action <attribute>###B-attribute of###O top###B-refer front###I-refer suitcase###I-refer on###I-refer the###I-refer pile###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer blue###I-refer striped###I-refer tie###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer plane###I-refer in###I-refer the###I-refer lower###I-refer right###I-refer corner###I-refer to###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer truck###I-refer in###I-refer the###I-refer center###I-refer of###I-refer the###I-refer image###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute for###O the###B-refer white###I-refer car###I-refer by###O <value>###B-value .###O|adjust
lower###B-action the###O <attribute>###B-attribute of###O the###B-refer wooden###I-refer slats###I-refer under###I-refer the###I-refer bed###I-refer by###O <value>###B-value units###O .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O upper###B-refer right###I-refer hand###I-refer desert###I-refer|adjust
modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer left###I-refer most###I-refer jar###I-refer .###O|adjust
on###O the###B-refer clock###I-refer face###I-refer at###I-refer the###I-refer far###I-refer left###I-refer ,###O edit###B-action the###O <attribute>###B-attribute to###O <value>###B-value .###O|adjust
adjust###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer donut###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute of###O the###B-refer head###I-refer of###I-refer the###I-refer horse###I-refer ,###I-refer second###I-refer from###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
give###B-action the###B-refer pigeon###I-refer on###I-refer the###I-refer right###I-refer at###I-refer the###I-refer front###I-refer of###I-refer the###I-refer picture###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
give###B-action the###B-refer screen###I-refer above###I-refer and###I-refer behind###I-refer the###I-refer monitor###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer clock###I-refer face###I-refer to###O <value>###B-value .###O|adjust
modify###B-action the###O <attribute>###B-attribute for###O the###B-refer top###I-refer knife###I-refer by###O <value>###B-value .###O|adjust
change###B-action <attribute>###B-attribute on###O board###B-refer in###I-refer middle###I-refer to###O <value>###B-value|adjust
the###B-refer black###I-refer horse###I-refer on###I-refer the###I-refer left###I-refer needs###O <attribute>###B-attribute modified###B-action by###O a###O value###O of###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer onion###I-refer pizza###I-refer pie###I-refer by###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer tan###I-refer umbrella###I-refer to###O <value>###B-value|adjust
the###B-refer yellow###I-refer fire###I-refer hydrant###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer case###I-refer on###I-refer the###I-refer top###I-refer of###I-refer the###I-refer rest###I-refer to###O <value>###B-value|adjust
give###B-action the###B-refer white###I-refer microwave###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
give###B-action the###B-refer bird###I-refer to###I-refer the###I-refer left###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer right-most###I-refer cow###I-refer by###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer dog###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer skis###I-refer on###I-refer the###I-refer left###I-refer by###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer center###I-refer fridge###I-refer by###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer white###I-refer drawer###I-refer in###I-refer the###I-refer lower###I-refer right###I-refer to###O <value>###B-value .###O|adjust
add###O <attribute>###B-attribute and###O change###B-action the###O value###O to###O <value>###B-value to###O the###B-refer sink###I-refer .###O|adjust
please###O decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer piece###I-refer of###I-refer shrimp###I-refer on###I-refer the###I-refer far###I-refer right###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer upper###I-refer hot###I-refer dog###I-refer of###I-refer the###I-refer 2###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer purse###I-refer at###I-refer the###I-refer top###I-refer to###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer blue###I-refer one###I-refer to###O <value>###B-value|adjust
raise###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer remote###I-refer from###I-refer the###I-refer right###I-refer by###O <value>###B-value points###O .###O|adjust
give###B-action the###B-refer stop###I-refer sign###I-refer on###I-refer the###I-refer right###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer bear###I-refer to###O <value>###B-value .###O|adjust
add###O <attribute>###B-attribute and###O change###B-action the###O value###O to###O <value>###B-value to###O the###B-refer front###I-refer sink###I-refer .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer lower###I-refer board###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute on###O the###B-refer bottom###I-refer cat###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer stainless###I-refer steel###I-refer refrigerator###I-refer in###I-refer the###I-refer middle###I-refer of###I-refer the###I-refer picture###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer blue###I-refer knife###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer bottom###I-refer hot###I-refer dog###I-refer by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer blue###I-refer jacket###I-refer behind###I-refer the###I-refer baby###I-refer to###O <value>###B-value|adjust
change###B-action the###B-refer front###I-refer left###I-refer car###I-refer 's###O <attribute>###B-attribute to###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer magazine/book###I-refer behind###I-refer the###I-refer cat###I-refer 's###I-refer head###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer green###I-refer fan###I-refer bottom###I-refer right###I-refer by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer small###I-refer white###I-refer bowl###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer train###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute on###O the###B-refer closest###I-refer horse###I-refer to###I-refer you###I-refer to###O a###O value###O of###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer pair###I-refer of###I-refer bananas###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value|adjust
adjust###B-action the###O <attribute>###B-attribute for###O the###B-refer chair###I-refer on###I-refer the###I-refer left###I-refer ,###I-refer in###I-refer front###I-refer of###I-refer dresser###I-refer drawers###I-refer ,###O to###O a###O <value>###B-value value###O .###O|adjust
please###O decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer backpack###I-refer of###I-refer the###I-refer middle###I-refer child###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer laptop###I-refer in###I-refer the###I-refer top###I-refer left###I-refer to###O <value>###B-value .###O|adjust
the###B-refer apple###I-refer to###I-refer the###I-refer right###I-refer top###I-refer of###I-refer the###I-refer orange###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value for###O the###B-refer tilted###I-refer bottle###I-refer located###I-refer on###I-refer the###I-refer middle###I-refer shelf###I-refer and###I-refer third###I-refer from###I-refer the###I-refer right###I-refer|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer taller###I-refer giraffe###I-refer by###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer giraffe###I-refer tie###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer spoon###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
<value>###B-value less###O <attribute>###B-attribute for###O white###B-refer big###I-refer phone###I-refer|adjust
take###O the###B-refer green###I-refer apple###I-refer that###I-refer is###I-refer above###I-refer the###I-refer only###I-refer red###I-refer one###I-refer ,###O and###O drop###B-action its###O <attribute>###B-attribute by###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer middle###I-refer orange###I-refer to###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute on###O the###B-refer tan###I-refer cow###I-refer to###I-refer the###I-refer right###I-refer side###I-refer of###I-refer the###I-refer image###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer mini###I-refer fridge###I-refer being###I-refer carried###I-refer by###I-refer the###I-refer girl###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute value###O to###O <value>###B-value for###O the###B-refer tall###I-refer ,###I-refer blue###I-refer and###I-refer white###I-refer vase###I-refer with###I-refer flowers###I-refer .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer chair###I-refer on###I-refer the###I-refer left###I-refer by###O <value>###B-value .###O|adjust
give###B-action the###B-refer giraffe###I-refer on###I-refer the###I-refer far###I-refer right###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer white###I-refer square###I-refer container###I-refer on###I-refer the###I-refer left###I-refer by###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer toilet###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer green###I-refer apple###I-refer all###I-refer the###I-refer way###I-refer to###I-refer the###I-refer top###I-refer to###O <value>###B-value|adjust
the###O object###O to###O edit###O is###O the###B-refer car###I-refer on###I-refer the###I-refer bottom###I-refer left###I-refer corner###I-refer of###I-refer the###I-refer image###I-refer .###I-refer it###I-refer is###I-refer the###I-refer left###I-refer most###I-refer car###I-refer and###I-refer is###I-refer only###I-refer partially###O in###O view###O .###O modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer suitcase###I-refer in###I-refer the###I-refer middle###I-refer of###I-refer the###I-refer stack###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer giraffe###I-refer by###O <value>###B-value|adjust
reduce###B-action the###O <attribute>###B-attribute of###O the###B-refer cow###I-refer at###I-refer far###I-refer left###I-refer by###O <value>###B-value|adjust
lower###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer and###I-refer third###I-refer carrots###I-refer from###I-refer the###I-refer left###I-refer by###O <value>###B-value units###O .###O|adjust
please###O edit###B-action the###B-refer bike###I-refer on###I-refer the###I-refer left###I-refer 's###I-refer <attribute>###B-attribute down###O by###O <value>###B-value .###O|adjust
edit###B-action <attribute>###B-attribute of###O zebra###B-refer partially###I-refer exposed###I-refer behind###I-refer front###I-refer one###I-refer to###O a###O value###O of###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer boat###I-refer in###I-refer the###I-refer background###I-refer under###I-refer the###I-refer blue###I-refer tent###I-refer to###O a###O value###O of###O <value>###B-value|adjust
adjust###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer left###I-refer tan###I-refer area###I-refer by###O a###O value###O of###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer racket###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O standing###B-refer bear###I-refer|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer ubuntu###I-refer linux###I-refer box###I-refer to###O <value>###B-value .###O|adjust
drop###B-action the###O <attribute>###B-attribute on###O the###B-refer left###I-refer toothbrush###I-refer to###O <value>###B-value .###O|adjust
the###O object###O to###O edit###O is###O the###B-refer bat###I-refer second###I-refer from###I-refer the###I-refer top###I-refer of###I-refer the###I-refer image###I-refer .###O modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer right###I-refer phone###I-refer to###O <value>###B-value|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer two###I-refer green###I-refer apples###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute on###O the###B-refer far###I-refer right###I-refer traffic###I-refer light###I-refer to###O a###O value###O of###O <value>###B-value|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O second###B-refer tie###I-refer from###I-refer the###I-refer left###I-refer|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer onion###I-refer pizza###I-refer by###O <value>###B-value .###O|adjust
